ID,Itemsets
T325,"rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages"
T326,"yogurt,pastry,kitchen towels"
T327,"soda,rolls/buns"
T328,"citrus fruit,dish cleaner,margarine"
T329,"ham,brown bread"
T330,"beef,misc. beverages"
T331,"other vegetables,yogurt"
T332,"berries,root vegetables,bottled water"
T333,"sausage,herbs"
T334,"chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread"
T335,"bottled beer,whole milk"
T336,"sausage,whole milk,rolls/buns"
T337,"root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables"
T338,"frankfurter,whole milk,red/blush wine,rolls/buns"
T339,"beef,frozen vegetables"
T340,"beverages,other vegetables,brown bread"
T341,"canned beer,pastry,butter"
T342,"salty snack,soups"
T343,"sugar,bottled water,cream cheese "
T344,"hygiene articles,skin care"
T345,"soda,pastry"
T346,"spread cheese,specialty chocolate"
T347,"misc. beverages,shopping bags,yogurt"
T348,"sausage,soda,butter"
T349,"soda,beverages"
T350,"root vegetables,UHT-milk"
T351,"UHT-milk,cling film/bags"
T352,"herbs,grapes,whipped/sour cream"
T353,"packaged fruit/vegetables,popcorn"
T354,"pasta,cream cheese "
T355,"tropical fruit,waffles"
T356,"candy,tropical fruit,rolls/buns"
T357,"bottled water,cream cheese ,bottled beer"
T358,"whole milk,canned fish"
T359,"canned vegetables,dental care"
T360,"turkey,frozen dessert,shopping bags"
T361,"salty snack,newspapers"
T362,"white wine,coffee"
T363,"pip fruit,whipped/sour cream"
T364,"pip fruit,butter"
T365,"ham,whole milk"
T366,"root vegetables,butter"
T367,"specialty chocolate,domestic eggs"
T368,"rolls/buns,frozen vegetables,frozen vegetables"
T369,"brown bread,dessert"
T370,"ice cream,hamburger meat,shopping bags,whole milk,soft cheese"
T371,"soda,whipped/sour cream"
T372,"oil,other vegetables,rolls/buns"
T373,"misc. beverages,tropical fruit,yogurt,specialty chocolate"
T374,"pip fruit,specialty chocolate,liquor (appetizer),soda"
T375,"turkey,domestic eggs"
T376,"rolls/buns,cat food"
T377,"curd,long life bakery product"
T378,"specialty bar,candles"
T379,"long life bakery product,bottled beer"
T380,"rolls/buns,misc. beverages,soda"
T381,"tropical fruit,dessert,rolls/buns,long life bakery product"
T382,"yogurt,rolls/buns"
T383,"sliced cheese,sugar"
T384,"bottled water,whisky"
T385,"beef,flour"
T386,"meat,tropical fruit,yogurt,candles"
T387,"salty snack,napkins,sugar"
T388,"meat,whole milk,whole milk,yogurt"
T389,"citrus fruit,other vegetables,dessert,bottled beer"
T390,"liquor (appetizer),candy,misc. beverages"
T391,"rolls/buns,other vegetables"
T392,"pastry,syrup"
T393,"other vegetables,domestic eggs,napkins"
T394,"berries,beverages,pastry,napkins"
T395,"citrus fruit,yogurt"
T396,"brown bread,processed cheese"
T397,"finished products,dessert"
T398,"white wine,rolls/buns"
T399,"whole milk,root vegetables"
T400,"citrus fruit,misc. beverages"
T401,"semi-finished bread,spices"
T402,"chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs"
T403,"tropical fruit,tropical fruit,mayonnaise"
T404,"sausage,soda"
T405,"other vegetables,canned fish"
T406,"whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda"
T407,"rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice"
T408,"other vegetables,processed cheese"
T409,"root vegetables,red/blush wine,salty snack"
T410,"sausage,cream cheese "
T411,"pastry,tropical fruit,citrus fruit,coffee"
T412,"bottled water,tropical fruit"
T413,"white bread,tropical fruit"
T414,"bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns"
T415,"turkey,sugar"
T416,"ice cream,rolls/buns"
T417,"margarine,soda"
T418,"soda,other vegetables"
T419,"rolls/buns,other vegetables"
T420,"soda,detergent"
T421,"sausage,dessert"
T422,"bottled water,soda"
T423,"other vegetables,rolls/buns"
T424,"whole milk,yogurt"
T425,"whole milk,soups"
T426,"whole milk,fruit/vegetable juice"
T427,"whole milk,misc. beverages"
T428,"other vegetables,domestic eggs,semi-finished bread"
T429,"other vegetables,beverages,ice cream,shopping bags"
T430,"fruit/vegetable juice,chewing gum"
T431,"whole milk,cream cheese "
T432,"tropical fruit,whole milk,soda,curd"
T433,"other vegetables,specialty chocolate"
T434,"canned beer,seasonal products"
T435,"whole milk,pip fruit,detergent"
T436,"yogurt,bottled beer,sugar"
T437,"detergent,salty snack"
T438,"sausage,other vegetables"
T439,"whole milk,curd cheese,root vegetables,pastry"
T440,"yogurt,ham,other vegetables,soda,other vegetables,newspapers,nut snack,canned beer"
T441,"whole milk,soda"
T442,"cat food,canned beer,sliced cheese,dishes,zwieback"
T443,"berries,other vegetables"
T444,"bottled water,soda"
T445,"onions,liquor (appetizer)"
T446,"other vegetables,butter"
T447,"whole milk,shopping bags,curd"
T448,"onions,coffee"
T449,"sugar,flour"
T450,"root vegetables,whipped/sour cream,specialty bar"
T451,"meat,chocolate,brown bread"
T452,"soda,brown bread"
T453,"curd,yogurt"
T454,"frozen vegetables,butter"
T455,"shopping bags,other vegetables"
T456,"whole milk,other vegetables"
T457,"pork,long life bakery product"
T458,"whole milk,specialty bar"
T459,"beef,candy"
T460,"newspapers,bottled water,hard cheese"
T461,"whole milk,frozen potato products"
T462,"berries,pip fruit"
T463,"rolls/buns,oil"
T464,"sausage,newspapers"
T465,"whole milk,white wine"
T466,"pip fruit,bottled beer,other vegetables"
T467,"chicken,pip fruit"
T468,"sausage,rolls/buns"
T469,"whole milk,frozen vegetables"
T470,"sausage,other vegetables,mayonnaise,seasonal products"
T471,"chicken,butter"
T472,"chicken,white bread"
T473,"whipped/sour cream,yogurt"
T474,"whole milk,root vegetables,curd,yogurt"
T475,"tropical fruit,coffee,dessert,fruit/vegetable juice"
T476,"root vegetables,herbs,cream cheese "
T477,"whole milk,rolls/buns"
T478,"frankfurter,long life bakery product,sugar"
T479,"tropical fruit,curd cheese"
T480,"canned beer,coffee"
T481,"frankfurter,hamburger meat"
T482,"chicken,pip fruit"
T483,"whole milk,bottled water"
T484,"sausage,whole milk"
T485,"butter,tropical fruit,whole milk,napkins"
T486,"sparkling wine,root vegetables"
T487,"berries,other vegetables"
T488,"ice cream,oil"
T489,"hamburger meat,other vegetables"
T490,"root vegetables,hard cheese,waffles"
T491,"root vegetables,dessert"
T492,"chewing gum,yogurt"
T493,"coffee,sauces"
T494,"roll products ,dishes"
T495,"rolls/buns,grapes"
T496,"fruit/vegetable juice,fruit/vegetable juice"
T497,"beef,fruit/vegetable juice,whole milk"
T498,"rolls/buns,whole milk"
T499,"beef,whole milk,newspapers"
T500,"whipped/sour cream,soda"
T501,"canned beer,salty snack"
T502,"whole milk,pot plants"
T503,"rolls/buns,frozen vegetables,roll products "
T504,"rolls/buns,domestic eggs,rolls/buns"
T505,"semi-finished bread,white bread"
T506,"curd,newspapers"
T507,"soda,butter"
T508,"frankfurter,margarine"
T509,"tropical fruit,candy"
T510,"brown bread,curd"
T511,"UHT-milk,other vegetables"
T512,"margarine,newspapers"
T513,"long life bakery product,soap"
T514,"sausage,cat food"
T515,"photo/film,domestic eggs,cocoa drinks"
T516,"rolls/buns,mayonnaise"
T517,"flower soil/fertilizer,yogurt,specialty chocolate"
T518,"chicken,tropical fruit"
T519,"pork,other vegetables"
T520,"pip fruit,pork,brown bread,whole milk"
T521,"frankfurter,whole milk"
T522,"other vegetables,canned beer,shopping bags"
T523,"citrus fruit,shopping bags"
T524,"pip fruit,whole milk,margarine"
T525,"citrus fruit,white wine,bottled beer,newspapers,cat food"
T526,"sausage,bottled water"
T527,"curd,canned beer"
T528,"rolls/buns,brown bread,canned beer"
T529,"frozen potato products,whole milk"
T530,"tropical fruit,bottled beer,cake bar,yogurt"
T531,"meat,pip fruit"
T532,"rolls/buns,whipped/sour cream"
T533,"domestic eggs,whipped/sour cream"
T534,"whole milk,soda"
T535,"curd,napkins"
T536,"sausage,dessert"
T537,"fruit/vegetable juice,frozen vegetables"
T538,"tropical fruit,frozen vegetables"
T539,"hard cheese,sugar"
T540,"hard cheese,coffee"
T541,"canned beer,yogurt,soda"
T542,"whole milk,cream cheese "
T543,"other vegetables,newspapers"
T544,"baking powder,root vegetables"
T545,"beef,shopping bags"
T546,"white wine,frozen potato products"
T547,"ham,sausage,detergent,whipped/sour cream,yogurt,dishes"
T548,"ham,specialty bar"
T549,"pip fruit,hamburger meat,butter,yogurt"
T550,"hamburger meat,cleaner"
T551,"ham,pickled vegetables"
T552,"dessert,other vegetables"
T553,"onions,pork,rolls/buns,vinegar"
T554,"UHT-milk,ice cream,specialty bar"
T555,"sausage,berries"
T556,"citrus fruit,pip fruit"
T557,"frankfurter,bottled water,soft cheese"
T558,"frankfurter,pastry"
T559,"bottled beer,frozen vegetables,sliced cheese"
T560,"domestic eggs,coffee,pastry"
T561,"soda,fruit/vegetable juice"
T562,"root vegetables,salty snack,whipped/sour cream"
T563,"whole milk,whole milk"
T564,"other vegetables,butter milk"
T565,"whipped/sour cream,newspapers"
T566,"root vegetables,coffee,soda"
T567,"whole milk,butter"
T568,"whole milk,other vegetables"
T569,"rolls/buns,brandy"
T570,"pip fruit,pasta"
T571,"cat food,fruit/vegetable juice"
T572,"beef,pip fruit,rolls/buns"
T573,"yogurt,shopping bags,bottled water"
T574,"whole milk,fruit/vegetable juice,shopping bags,shopping bags"
T575,"butter milk,rolls/buns"
T576,"seasonal products,soups"
T577,"specialty chocolate,other vegetables"
T578,"hamburger meat,other vegetables,frozen dessert,oil"
T579,"cling film/bags,domestic eggs,domestic eggs"
T580,"chicken,butter"
T581,"butter,candy"
T582,"rolls/buns,curd cheese,Instant food products"
T583,"whole milk,curd"
T584,"dessert,condensed milk,rolls/buns,shopping bags"
T585,"frankfurter,shopping bags"
T586,"pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables"
T587,"root vegetables,white bread,sliced cheese"
T588,"root vegetables,rolls/buns"
T589,"whole milk,grapes,pastry,yogurt"
T590,"brandy,dessert"
T591,"citrus fruit,sugar,specialty chocolate"
T592,"other vegetables,yogurt"
T593,"tropical fruit,bottled beer,UHT-milk,root vegetables"
T594,"whole milk,sausage,root vegetables,long life bakery product,frozen vegetables"
T595,"whipped/sour cream,other vegetables"
T596,"whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk"
T597,"chocolate,whipped/sour cream,brown bread"
T598,"sausage,pastry"
T599,"whole milk,root vegetables,detergent"
T600,"citrus fruit,tropical fruit"
T601,"beef,frozen fish,whole milk"
T602,"rolls/buns,bottled beer"
T603,"chicken,sugar"
T604,"canned beer,rolls/buns,other vegetables,dog food"
T605,"pip fruit,male cosmetics,dishes,dessert,rice"
T606,"sausage,root vegetables"
T607,"dessert,pot plants"
T608,"white bread,canned fish"
T609,"white bread,white bread"
T610,"yogurt,soda"
T611,"margarine,sugar"
T612,"brown bread,white wine"
T613,"tropical fruit,other vegetables,soft cheese"
T614,"other vegetables,other vegetables,whole milk"
T615,"rolls/buns,other vegetables"
T616,"yogurt,chewing gum,soda,oil"
T617,"other vegetables,bottled beer"
T618,"whole milk,curd,bottled beer"
T619,"whole milk,bottled water"
T620,"misc. beverages,processed cheese"
T621,"soda,salty snack"
T622,"other vegetables,rolls/buns,frozen meals"
T623,"sweet spreads,coffee"
T624,"dessert,beverages"
T625,"bottled water,cream cheese "
T626,"ice cream,pastry"
T627,"pork,margarine"
T628,"white bread,bottled water"
T629,"berries,pastry"
T630,"pip fruit,spread cheese,misc. beverages"
T631,"waffles,napkins"
T632,"whole milk,cocoa drinks"
T633,"butter milk,fruit/vegetable juice"
T634,"pip fruit,soft cheese"
T635,"whole milk,pip fruit,whipped/sour cream"
T636,"hamburger meat,yogurt"
T637,"soft cheese,semi-finished bread"
T638,"zwieback,shopping bags,kitchen towels"
T639,"oil,onions"
T640,"sausage,canned beer"
T641,"sausage,other vegetables"
T642,"canned beer,rolls/buns"
T643,"whole milk,chocolate"
T644,"frankfurter,yogurt"
T645,"whole milk,newspapers"
T646,"chicken,frankfurter,other vegetables,domestic eggs"
T647,"sausage,detergent,hygiene articles"
T648,"bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns"
T649,"salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread"
T650,"tropical fruit,root vegetables,Instant food products"
T651,"citrus fruit,flower (seeds)"
T652,"frozen vegetables,whole milk"
T653,"soda,margarine"
T654,"yogurt,canned beer"
T655,"other vegetables,chocolate"
T656,"whole milk,rolls/buns,yogurt"
T657,"pip fruit,rolls/buns"
T658,"tropical fruit,citrus fruit,newspapers"
T659,"root vegetables,softener"
T660,"bottled beer,whipped/sour cream"
T661,"dessert,flower (seeds)"
T662,"soda,chocolate"
T663,"other vegetables,dishes"
T664,"tropical fruit,cream cheese "
T665,"citrus fruit,pastry,dish cleaner"
T666,"butter,sliced cheese"
T667,"tropical fruit,cling film/bags"
T668,"other vegetables,dessert"
T669,"pork,pip fruit"
T670,"grapes,other vegetables"
T671,"rolls/buns,cat food,beverages"
T672,"rolls/buns,shopping bags"
T673,"rolls/buns,curd cheese"
T674,"butter,rolls/buns"
T675,"bottled water,soft cheese,dishes,chocolate"
T676,"pickled vegetables,cream cheese "
T677,"frankfurter,curd"
T678,"sausage,tropical fruit"
T679,"whole milk,rolls/buns"
T680,"whole milk,root vegetables,rolls/buns,whipped/sour cream"
T681,"frankfurter,whipped/sour cream,cat food"
T682,"chicken,soda"
T683,"sausage,beverages"
T684,"pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables"
T685,"onions,other vegetables"
T686,"soda,soda"
T687,"root vegetables,tropical fruit"
T688,"beef,fruit/vegetable juice"
T689,"liver loaf,pip fruit,fruit/vegetable juice,curd"
T690,"coffee,chicken"
T691,"sausage,bottled water"
T692,"soda,flour,pudding powder"
T693,"frankfurter,curd,beef,whipped/sour cream"
T694,"misc. beverages,root vegetables,frozen vegetables,rolls/buns"
T695,"whole milk,hamburger meat,beverages,bottled water"
T696,"yogurt,other vegetables"
T697,"frozen meals,bottled water"
T698,"rolls/buns,white bread"
T699,"tropical fruit,sweet spreads"
T700,"spread cheese,specialty bar"
T701,"whipped/sour cream,meat spreads"
T702,"ice cream,curd"
T703,"whole milk,rolls/buns,dish cleaner"
T704,"onions,long life bakery product"
T705,"curd cheese,pastry"
T706,"frankfurter,UHT-milk"
T707,"canned beer,other vegetables,dessert,pastry"
T708,"cat food,butter"
T709,"domestic eggs,tropical fruit"
T710,"specialty chocolate,onions"
T711,"brandy,pastry"
T712,"yogurt,specialty vegetables"
T713,"whole milk,other vegetables"
T714,"grapes,chocolate marshmallow,dishes"
T715,"citrus fruit,rolls/buns"
T716,"beef,margarine"
T717,"pork,other vegetables,yogurt,white bread"
T718,"white bread,specialty bar,newspapers"
T719,"coffee,cream cheese "
T720,"herbs,newspapers,newspapers,rolls/buns"
T721,"kitchen towels,shopping bags"
T722,"coffee,dessert"
T723,"citrus fruit,rolls/buns"
T724,"whipped/sour cream,yogurt"
T725,"cat food,soda,yogurt,margarine"
T726,"chocolate,domestic eggs"
T727,"chewing gum,butter"
T728,"whole milk,sauces"
T729,"specialty bar,dog food,cream cheese "
T730,"mayonnaise,domestic eggs"
T731,"onions,canned beer,flower (seeds)"
T732,"finished products,rolls/buns,oil,frozen vegetables"
T733,"margarine,cream cheese ,misc. beverages"
T734,"root vegetables,yogurt,tropical fruit,shopping bags"
T735,"pork,pasta,fruit/vegetable juice"
T736,"napkins,frozen vegetables"
T737,"soda,flour,cocoa drinks"
T738,"hamburger meat,white bread"
