ID,Itemsets
T119,"Tea Powder,Panner,Butter,Sugar,"
T120,"Panner,Sweet,Cheese,Lassi,Sugar,Coffee Powder,"
T121,"Butter,Cheese,Lassi,Yougurt,Ghee,"
T122,"Milk,Sugar,Cheese,Sweet,Panner,"
T123,"Sugar,Cheese,Butter,Ghee,Coffee Powder,Panner,"
T124,"Ghee,Milk,Sweet,"
T125,"Yougurt,Lassi,Sweet,Milk,Ghee,Coffee Powder,Bread,Butter,"
T126,"Sugar,Cheese,Tea Powder,Milk,Ghee,Bread,Panner,"
T127,"Sugar,Lassi,Cheese,Butter,"
T128,"Bread,Cheese,Yougurt,Coffee Powder,Sugar,Butter,"
T129,"Coffee Powder,Sugar,Lassi,Tea Powder,Ghee,Cheese,"
T130,"Tea Powder,Sugar,Sweet,Yougurt,Coffee Powder,Ghee,Cheese,Panner,"
T131,"Butter,Milk,Ghee,Yougurt,Coffee Powder,Sweet,Bread,Sugar,"
T132,"Lassi,Tea Powder,Sugar,Yougurt,"
T133,"Bread,Sugar,Coffee Powder,Tea Powder,Lassi,Cheese,Yougurt,"
T134,"Butter,Milk,Coffee Powder,Sugar,Ghee,Panner,Tea Powder,"
T135,"Sweet,Yougurt,Bread,Tea Powder,Coffee Powder,Cheese,"
T136,"Butter,Cheese,Coffee Powder,Bread,Tea Powder,"
T137,"Milk,Butter,Lassi,"
T138,"Milk,Lassi,Panner,Butter,Bread,Coffee Powder,Ghee,Sugar,"
T139,"Coffee Powder,Butter,Bread,Lassi,Sugar,Panner,Yougurt,"
T140,"Yougurt,Panner,Butter,Coffee Powder,Tea Powder,Bread,Milk,"
T141,"Coffee Powder,Panner,Milk,"
T142,"Lassi,Coffee Powder,Tea Powder,"
T143,"Cheese,Tea Powder,Yougurt,Ghee,"
T144,"Cheese,Lassi,Panner,Tea Powder,Sugar,Butter,Bread,Milk,Ghee,Sweet,"
T145,"Milk,Coffee Powder,Butter,Ghee,Lassi,Tea Powder,"
T146,"Tea Powder,Butter,Milk,Sugar,Panner,Lassi,Sweet,Cheese,Ghee,"
T147,"Yougurt,Coffee Powder,Tea Powder,Sugar,Panner,"
T148,"Yougurt,Bread,Sugar,Lassi,Coffee Powder,Panner,Ghee,Cheese,"
T149,"Sugar,Tea Powder,Butter,Coffee Powder,Yougurt,"
T150,"Ghee,Butter,Bread,Cheese,Lassi,"
T151,"Cheese,Panner,Sweet,Yougurt,Lassi,Milk,Ghee,Tea Powder,Butter,"
T152,"Ghee,Milk,"
T153,"Sugar,Panner,Milk,Bread,Coffee Powder,Tea Powder,Ghee,"
T154,"Tea Powder,Sweet,Butter,"
T155,"Coffee Powder,Butter,"
T156,"Tea Powder,Bread,Sweet,Milk,Sugar,Panner,Yougurt,"
T157,"Lassi,Panner,Butter,Milk,Cheese,Coffee Powder,Tea Powder,"
T158,"Tea Powder,Milk,"
T159,"Yougurt,Tea Powder,Sugar,Milk,Coffee Powder,Sweet,Panner,Bread,"
T160,"Butter,Sugar,"
T161,"Tea Powder,Sweet,Bread,Butter,Yougurt,"
T162,"Yougurt,Sugar,Bread,"
T163,"Panner,Ghee,Cheese,"
T164,"Bread,Milk,Coffee Powder,"
T165,"Ghee,Tea Powder,"
T166,"Milk,Butter,"
T167,"Lassi,Milk,Sweet,Sugar,Butter,Coffee Powder,Ghee,"
T168,"Butter,Ghee,Sugar,Cheese,Panner,Tea Powder,Yougurt,"
T169,"Coffee Powder,Lassi,Ghee,"
T170,"Sugar,Milk,Sweet,Tea Powder,Bread,Coffee Powder,Panner,"
T171,"Yougurt,Bread,Tea Powder,Lassi,"
T172,"Ghee,Tea Powder,Panner,Milk,Bread,"
T173,"Milk,Butter,"
T174,"Ghee,Tea Powder,Coffee Powder,Sugar,"
T175,"Ghee,Cheese,Lassi,Butter,Sweet,Milk,Tea Powder,Yougurt,"
T176,"Yougurt,Cheese,Butter,Sweet,Coffee Powder,Milk,Ghee,"
T177,"Milk,Sweet,Ghee,"
T178,"Panner,Lassi,Coffee Powder,Yougurt,Butter,Sugar,Milk,Sweet,"
T179,"Coffee Powder,Ghee,Lassi,Butter,Cheese,Yougurt,"
T180,"Cheese,Lassi,Butter,Yougurt,"
T181,"Sweet,Butter,Tea Powder,Yougurt,Ghee,"
T182,"Lassi,Bread,Sugar,Milk,Tea Powder,"
T183,"Milk,Butter,Yougurt,Sugar,Lassi,Bread,"
T184,"Tea Powder,Coffee Powder,Milk,Lassi,Butter,Ghee,"
T185,"Ghee,Butter,Sweet,Tea Powder,Sugar,"
T186,"Coffee Powder,Ghee,Cheese,"
T187,"Sweet,Ghee,Butter,Coffee Powder,Lassi,"
T188,"Sugar,Bread,Butter,Cheese,Milk,Panner,Yougurt,"
T189,"Butter,Sweet,Cheese,Yougurt,Milk,Sugar,Coffee Powder,"
T190,"Sugar,Panner,Yougurt,"
T191,"Bread,Sweet,"
T192,"Sweet,Butter,Lassi,Yougurt,Milk,Sugar,Coffee Powder,Cheese,Tea Powder,"
T193,"Yougurt,Coffee Powder,Lassi,Cheese,Sugar,"
T194,"Tea Powder,Panner,Bread,Yougurt,Ghee,Sugar,Milk,Cheese,Butter,"
T195,"Ghee,Lassi,Bread,Panner,Yougurt,Sugar,"
T196,"Sugar,Lassi,Tea Powder,Ghee,"
T197,"Yougurt,Cheese,Bread,Coffee Powder,Sugar,Tea Powder,Panner,"
T198,"Sugar,Coffee Powder,Cheese,"
T199,"Yougurt,Cheese,Panner,Coffee Powder,Milk,"
T200,"Sweet,Coffee Powder,Tea Powder,Lassi,Cheese,"
T201,"Lassi,Cheese,Sugar,Tea Powder,"
T202,"Bread,Coffee Powder,Milk,Lassi,Yougurt,Butter,Cheese,"
T203,"Milk,Cheese,Sugar,"
T204,"Tea Powder,Sweet,Bread,Lassi,Coffee Powder,Panner,Milk,"
T205,"Yougurt,Tea Powder,"
T206,"Cheese,Butter,Coffee Powder,Yougurt,Bread,Sweet,Lassi,"
T207,"Tea Powder,Panner,Ghee,Sugar,"
T208,"Cheese,Sweet,Coffee Powder,Ghee,Panner,"
T209,"Panner,Coffee Powder,Milk,Cheese,Ghee,"
T210,"Sweet,Tea Powder,Lassi,Sugar,Ghee,Cheese,Bread,Coffee Powder,"
T211,"Milk,Sugar,Yougurt,Tea Powder,Cheese,Coffee Powder,"
T212,"Lassi,Panner,"
T213,"Panner,Sugar,Sweet,Cheese,Lassi,"
T214,"Tea Powder,Cheese,Coffee Powder,Bread,Milk,Butter,Lassi,Panner,Yougurt,"
T215,"Cheese,Panner,Sugar,"
T216,"Yougurt,Coffee Powder,Sugar,"
T217,"Tea Powder,Bread,Yougurt,Panner,Coffee Powder,"
T218,"Sugar,Sweet,Cheese,Milk,Coffee Powder,Ghee,"
T219,"Sweet,Bread,Lassi,Butter,Milk,Panner,Tea Powder,Yougurt,"
T220,"Cheese,Sweet,Tea Powder,Coffee Powder,Yougurt,Butter,Ghee,"
T221,"Panner,Milk,Cheese,Yougurt,Sweet,Ghee,Butter,"
T222,"Sugar,Lassi,Cheese,Milk,Sweet,Bread,Coffee Powder,"
T223,"Lassi,Milk,Ghee,Tea Powder,"
T224,"Yougurt,Ghee,Panner,Sweet,Milk,Coffee Powder,"
T225,"Butter,Bread,Yougurt,Sugar,Milk,"
T226,"Cheese,Bread,"
T227,"Sweet,Yougurt,"
T228,"Ghee,Coffee Powder,Bread,Lassi,Milk,Yougurt,"
T229,"Sweet,Yougurt,Milk,Bread,Butter,Sugar,Ghee,Panner,"
T230,"Sweet,Sugar,Ghee,Coffee Powder,Milk,Cheese,"
T231,"Tea Powder,Bread,"
T232,"Coffee Powder,Milk,Yougurt,Ghee,Sugar,Sweet,"
T233,"Panner,Sweet,Butter,Lassi,Cheese,Yougurt,"
T234,"Milk,Coffee Powder,Ghee,Butter,Yougurt,"
T235,"Tea Powder,Milk,"
T236,"Cheese,Ghee,Sweet,"
T237,"Sweet,Panner,Milk,Butter,Tea Powder,Lassi,Ghee,"
T238,"Sugar,Cheese,Tea Powder,"
T239,"Sugar,Coffee Powder,Cheese,Yougurt,"
T240,"Bread,Cheese,Sugar,Panner,"
T241,"Ghee,Bread,Coffee Powder,Tea Powder,Lassi,"
T242,"Yougurt,Panner,Coffee Powder,Sugar,Tea Powder,Milk,"
T243,"Cheese,Coffee Powder,Panner,"
T244,"Sugar,Cheese,Tea Powder,Ghee,Milk,Panner,Yougurt,"
T245,"Ghee,Bread,Milk,Butter,Coffee Powder,Yougurt,Lassi,"
T246,"Lassi,Milk,Cheese,"
T247,"Butter,Ghee,Bread,Lassi,Sugar,Panner,"
T248,"Tea Powder,Bread,Coffee Powder,Ghee,"
T249,"Ghee,Cheese,Bread,Sweet,"
T250,"Panner,Ghee,Yougurt,Sweet,Sugar,Cheese,Lassi,"
T251,"Tea Powder,Cheese,Coffee Powder,Lassi,Yougurt,"
T252,"Ghee,Lassi,Sugar,Yougurt,"
T253,"Ghee,Sweet,Butter,Milk,Sugar,Lassi,"
T254,"Ghee,Tea Powder,Sweet,Bread,Panner,"
T255,"Bread,Yougurt,Ghee,Milk,Coffee Powder,Panner,"
T256,"Sweet,Tea Powder,Yougurt,Cheese,Bread,Ghee,Sugar,Butter,"
T257,"Bread,Coffee Powder,Sweet,Panner,Sugar,"
T258,"Ghee,Sugar,Butter,Milk,Panner,Bread,Sweet,"
T259,"Cheese,Yougurt,Milk,Tea Powder,"
T260,"Milk,Coffee Powder,"
T261,"Bread,Tea Powder,Milk,Ghee,"
T262,"Tea Powder,Cheese,Milk,Lassi,Sweet,Bread,"
T263,"Yougurt,Coffee Powder,Sugar,Bread,Lassi,Cheese,"
T264,"Sweet,Milk,Tea Powder,Lassi,Panner,Sugar,Coffee Powder,Butter,"
T265,"Cheese,Butter,Bread,Sweet,"
T266,"Yougurt,Sugar,Ghee,Tea Powder,Butter,Coffee Powder,Milk,"
T267,"Yougurt,Lassi,Butter,Cheese,Coffee Powder,Ghee,Tea Powder,Sugar,"
T268,"Bread,Sugar,"
T269,"Sweet,Coffee Powder,Tea Powder,Ghee,Milk,"
T270,"Butter,Bread,Ghee,Cheese,Tea Powder,Milk,Sweet,"
T271,"Panner,Lassi,Coffee Powder,Tea Powder,Bread,"
T272,"Panner,Butter,Yougurt,Cheese,Bread,Sugar,"
T273,"Cheese,Coffee Powder,Ghee,Yougurt,Bread,Tea Powder,Lassi,Butter,"
T274,"Panner,Bread,Coffee Powder,Cheese,Ghee,Sweet,Milk,"
T275,"Sweet,Bread,Cheese,Yougurt,Butter,"
T276,"Cheese,Ghee,Yougurt,Lassi,Sweet,"
T277,"Coffee Powder,Lassi,Bread,Cheese,Sweet,Milk,Panner,"
T278,"Sugar,Milk,Yougurt,Ghee,"
T279,"Panner,Sugar,Yougurt,Milk,Coffee Powder,Butter,Lassi,"
T280,"Lassi,Bread,Ghee,Yougurt,Milk,"
T281,"Bread,Sweet,Ghee,"
T282,"Bread,Ghee,Sugar,Butter,Lassi,"
T283,"Panner,Ghee,Coffee Powder,"
T284,"Lassi,Yougurt,Butter,Bread,Cheese,Sugar,"
T285,"Ghee,Yougurt,Milk,Sweet,Bread,Sugar,Coffee Powder,"
T286,"Milk,Sweet,Lassi,Ghee,"
T287,"Milk,Coffee Powder,Ghee,Sugar,Yougurt,"
T288,"Yougurt,Lassi,Butter,Sugar,Bread,"
T289,"Yougurt,Sweet,Tea Powder,"
T290,"Coffee Powder,Bread,Sugar,Lassi,Tea Powder,Ghee,Sweet,Milk,"
T291,"Cheese,Tea Powder,Coffee Powder,Sugar,Milk,Sweet,Ghee,Butter,"
T292,"Panner,Yougurt,Cheese,Milk,Lassi,Tea Powder,"
T293,"Bread,Sugar,Ghee,"
T294,"Ghee,Lassi,Coffee Powder,Panner,Milk,Sweet,"
T295,"Coffee Powder,Panner,Tea Powder,Yougurt,Bread,Lassi,"
T296,"Yougurt,Milk,Tea Powder,Sugar,Coffee Powder,Sweet,"
T297,"Sweet,Panner,Ghee,Butter,Sugar,Tea Powder,Milk,Coffee Powder,"
T298,"Ghee,Coffee Powder,Cheese,Panner,Yougurt,Tea Powder,"
T299,"Ghee,Sugar,Bread,"
T300,"Panner,Sugar,Coffee Powder,Yougurt,Sweet,Butter,Milk,Bread,"
T301,"Bread,Yougurt,Panner,Coffee Powder,Ghee,Butter,Cheese,Milk,Tea Powder,"
T302,"Cheese,Sugar,Coffee Powder,Butter,Lassi,Sweet,"
T303,"Lassi,Coffee Powder,Cheese,Yougurt,Tea Powder,Sugar,"
T304,"Cheese,Yougurt,Lassi,Bread,Ghee,Sweet,Panner,Coffee Powder,"
T305,"Panner,Sweet,Bread,Ghee,Coffee Powder,Yougurt,"
T306,"Bread,Panner,Yougurt,"
T307,"Coffee Powder,Bread,Sweet,Lassi,Butter,Panner,Tea Powder,"
T308,"Coffee Powder,Ghee,Bread,"
T309,"Cheese,Sweet,Sugar,Lassi,Ghee,Panner,"
T310,"Yougurt,Sweet,Butter,Ghee,"
T311,"Yougurt,Sugar,Coffee Powder,Sweet,Tea Powder,Lassi,"
T312,"Cheese,Lassi,Butter,Yougurt,Coffee Powder,Sweet,Sugar,Bread,"
T313,"Tea Powder,Butter,Sweet,Yougurt,Sugar,Lassi,Cheese,Ghee,"
T314,"Ghee,Cheese,"
T315,"Cheese,Lassi,Yougurt,Sugar,Tea Powder,"
T316,"Sugar,Cheese,Coffee Powder,Milk,Sweet,Ghee,"
T317,"Panner,Coffee Powder,Yougurt,Lassi,Sweet,Butter,"
T318,"Cheese,Ghee,Coffee Powder,"
T319,"Yougurt,Milk,Butter,Panner,Cheese,Sweet,"
T320,"Butter,Yougurt,Sweet,Tea Powder,Cheese,Milk,"
T321,"Bread,Tea Powder,Butter,Yougurt,Sweet,"
T322,"Yougurt,Milk,Panner,Bread,Sweet,Cheese,Ghee,"
T323,"Bread,Cheese,Panner,Ghee,Butter,Lassi,Sugar,Yougurt,"
T324,"Yougurt,Ghee,Tea Powder,Milk,Lassi,Sweet,"
T325,"Lassi,Tea Powder,Butter,Ghee,Sweet,Yougurt,Sugar,Coffee Powder,"
T326,"Milk,Yougurt,Sweet,"
T327,"Milk,Ghee,Coffee Powder,Tea Powder,Bread,Lassi,"
T328,"Coffee Powder,Cheese,Panner,Milk,Lassi,Sugar,Sweet,Bread,"
T329,"Sugar,Panner,Butter,Cheese,Milk,Bread,Coffee Powder,"
T330,"Butter,Yougurt,Coffee Powder,Panner,"
T331,"Coffee Powder,Lassi,Bread,Panner,Butter,Sugar,Milk,"
T332,"Sweet,Butter,Tea Powder,Panner,Coffee Powder,"
T333,"Tea Powder,Panner,Lassi,Coffee Powder,Butter,Ghee,Cheese,Sweet,Yougurt,"
T334,"Ghee,Panner,Milk,Cheese,"
T335,"Yougurt,Sweet,Cheese,Milk,Coffee Powder,Sugar,"
T336,"Ghee,Tea Powder,Bread,Sugar,Panner,"
T337,"Cheese,Milk,"
T338,"Tea Powder,Milk,Ghee,"
T339,"Tea Powder,Coffee Powder,Lassi,Butter,Cheese,Bread,Panner,Sugar,Ghee,"
T340,"Yougurt,Ghee,Coffee Powder,Bread,"
T341,"Milk,Panner,Bread,Tea Powder,Coffee Powder,Cheese,Sugar,Yougurt,"
T342,"Lassi,Sweet,Cheese,Butter,Coffee Powder,Yougurt,"
T343,"Yougurt,Cheese,"
T344,"Sugar,Bread,Coffee Powder,Yougurt,"
T345,"Bread,Cheese,Sugar,Sweet,"
T346,"Coffee Powder,Sugar,Lassi,Butter,Yougurt,Cheese,Ghee,Sweet,"
T347,"Cheese,Coffee Powder,Butter,Milk,Panner,Ghee,Lassi,"
T348,"Sugar,Ghee,"
T349,"Sweet,Yougurt,Panner,Lassi,"
T350,"Butter,Sweet,Cheese,"
T351,"Panner,Cheese,Lassi,"
T352,"Yougurt,Panner,"
T353,"Bread,Cheese,Yougurt,"
T354,"Butter,Yougurt,Lassi,"
T355,"Lassi,Bread,Butter,Tea Powder,"
T356,"Coffee Powder,Ghee,"
T357,"Yougurt,Coffee Powder,Panner,Milk,"
T358,"Milk,Coffee Powder,"
T359,"Ghee,Bread,Lassi,Butter,Coffee Powder,Milk,Panner,Yougurt,Sweet,"
T360,"Lassi,Butter,Sugar,Cheese,Yougurt,Bread,"
T361,"Ghee,Panner,Milk,Lassi,Bread,Yougurt,Cheese,Coffee Powder,"
T362,"Butter,Coffee Powder,Panner,Sweet,Yougurt,"
T363,"Milk,Panner,Tea Powder,Yougurt,"
T364,"Tea Powder,Sugar,Ghee,Yougurt,Lassi,"
T365,"Butter,Yougurt,Sweet,Cheese,Ghee,Panner,"
T366,"Lassi,Tea Powder,Sugar,Butter,Bread,Cheese,Panner,Coffee Powder,"
T367,"Butter,Yougurt,Tea Powder,Milk,"
T368,"Bread,Cheese,Sweet,Tea Powder,Butter,Ghee,Coffee Powder,Sugar,Milk,"
T369,"Sweet,Lassi,"
T370,"Bread,Ghee,Tea Powder,Coffee Powder,Sugar,Panner,"
T371,"Milk,Sugar,"
T372,"Tea Powder,Ghee,Panner,Sweet,Butter,Sugar,"
T373,"Panner,Ghee,Sugar,"
T374,"Panner,Ghee,Milk,Lassi,"
T375,"Bread,Panner,Milk,Sugar,Coffee Powder,Tea Powder,Cheese,Sweet,"
T376,"Cheese,Sugar,Tea Powder,Yougurt,Milk,Ghee,"
T377,"Lassi,Tea Powder,Yougurt,Milk,Bread,"
T378,"Bread,Ghee,Cheese,Yougurt,Panner,Butter,"
T379,"Sweet,Bread,Yougurt,Coffee Powder,"
T380,"Yougurt,Cheese,Ghee,Tea Powder,Butter,Bread,"
T381,"Ghee,Sugar,Coffee Powder,Panner,"
T382,"Milk,Tea Powder,Lassi,"
T383,"Cheese,Yougurt,Ghee,Sweet,Tea Powder,"
T384,"Coffee Powder,Cheese,Butter,Bread,Yougurt,"
T385,"Bread,Butter,Cheese,Panner,Tea Powder,"
T386,"Lassi,Butter,Milk,"
T387,"Coffee Powder,Tea Powder,Ghee,Cheese,Yougurt,Butter,Lassi,Sweet,"
T388,"Tea Powder,Lassi,Coffee Powder,Sweet,Panner,"
T389,"Butter,Yougurt,Panner,Tea Powder,Ghee,Bread,"
T390,"Lassi,Sweet,Cheese,Butter,Panner,Milk,Coffee Powder,"
T391,"Tea Powder,Bread,Lassi,Sweet,"
T392,"Bread,Ghee,Sweet,Panner,"
T393,"Panner,Butter,Sugar,Lassi,Milk,Cheese,"
T394,"Panner,Sweet,Lassi,Bread,"
T395,"Coffee Powder,Tea Powder,Lassi,"
T396,"Butter,Milk,Ghee,Sugar,Lassi,Cheese,"
T397,"Sweet,Panner,"
T398,"Coffee Powder,Panner,Ghee,Lassi,Sweet,Tea Powder,Cheese,Yougurt,"
T399,"Lassi,Butter,Coffee Powder,"
T400,"Sweet,Cheese,Ghee,"
T401,"Ghee,Sweet,Butter,Yougurt,"
T402,"Butter,Bread,Cheese,Panner,Yougurt,Coffee Powder,Milk,"
T403,"Bread,Yougurt,Lassi,Sugar,Cheese,Panner,"
T404,"Sugar,Sweet,Lassi,Panner,Milk,Bread,Ghee,"
T405,"Butter,Ghee,Sugar,"
T406,"Bread,Sugar,Cheese,Yougurt,Coffee Powder,Milk,Tea Powder,"
T407,"Bread,Lassi,Sugar,"
T408,"Sugar,Ghee,Sweet,Butter,Tea Powder,Coffee Powder,Yougurt,Bread,"
T409,"Panner,Ghee,Cheese,Lassi,Sugar,Sweet,"
T410,"Butter,Panner,Sugar,Yougurt,Coffee Powder,Lassi,Milk,"
T411,"Panner,Bread,"
T412,"Lassi,Bread,Cheese,Sweet,Ghee,"
T413,"Bread,Lassi,Milk,Tea Powder,Butter,"
T414,"Butter,Yougurt,Ghee,Lassi,Cheese,Panner,Milk,Sugar,"
T415,"Ghee,Lassi,Yougurt,Milk,Butter,"
T416,"Ghee,Butter,Sugar,"
T417,"Ghee,Bread,Yougurt,Tea Powder,Coffee Powder,"
T418,"Lassi,Butter,Yougurt,Sweet,Cheese,"
T419,"Panner,Tea Powder,"
T420,"Yougurt,Bread,Milk,Lassi,Ghee,Coffee Powder,Tea Powder,Panner,Sugar,"
T421,"Butter,Sweet,"
T422,"Bread,Lassi,Sweet,Ghee,Yougurt,Sugar,Coffee Powder,"
T423,"Tea Powder,Coffee Powder,Sweet,Sugar,"
