ID,Itemsets
U154,Immortal Beloved
U155,ABC Primetime: Mel Gibson's The Passion of the Christ
U156,Something's Gotta Give
U157,Aqua Teen Hunger Force: Vol. 1
U158,The Killing
U159,Jade
U160,ABC Primetime: Mel Gibson's The Passion of the Christ
U161,Aqua Teen Hunger Force: Vol. 1
U162,7 Seconds
U163,Lilo and Stitch
U164,Lilo and Stitch
U165,Something's Gotta Give
U166,Lilo and Stitch
U167,Aqua Teen Hunger Force: Vol. 1
U168,Lilo and Stitch
U169,Something's Gotta Give
U170,Immortal Beloved
U171,Aqua Teen Hunger Force: Vol. 1
U172,Silkwood
U173,Something's Gotta Give
U174,Lilo and Stitch
U175,Something's Gotta Give
U176,Justice League
U177,"Jingle All the Way,Lilo and Stitch,Something's Gotta Give"
U178,Immortal Beloved
U179,Something's Gotta Give
U180,Rudolph the Red-Nosed Reindeer
U181,Aqua Teen Hunger Force: Vol. 1
U182,The Weather Underground
U183,Something's Gotta Give
U184,The Great Race
U185,Immortal Beloved
U186,Something's Gotta Give
U187,Lilo and Stitch
U188,Aqua Teen Hunger Force: Vol. 1
U189,Something's Gotta Give
U190,Silkwood
U191,The Great Race
U192,Dragonheart
U193,Something's Gotta Give
U194,The Bad and the Beautiful
U195,Silkwood
U196,"Silkwood,Aqua Teen Hunger Force: Vol. 1"
U197,Something's Gotta Give
U198,Immortal Beloved
U199,Aqua Teen Hunger Force: Vol. 1
U200,Something's Gotta Give
U201,Something's Gotta Give
U202,Lilo and Stitch
U203,Something's Gotta Give
U204,Rudolph the Red-Nosed Reindeer
U205,Invader Zim
U206,ABC Primetime: Mel Gibson's The Passion of the Christ
U207,Immortal Beloved
U208,The Great Race
U209,Lilo and Stitch
U210,The Great Race
U211,Rudolph the Red-Nosed Reindeer
U212,Dragonheart
U213,Aqua Teen Hunger Force: Vol. 1
U214,Lilo and Stitch
U215,Immortal Beloved
U216,Something's Gotta Give
U217,Rudolph the Red-Nosed Reindeer
U218,Lilo and Stitch
U219,The Bad and the Beautiful
U220,Lilo and Stitch
U221,Something's Gotta Give
U222,"Lilo and Stitch,Something's Gotta Give"
U223,Immortal Beloved
U224,"Lilo and Stitch,Something's Gotta Give"
U225,"Lilo and Stitch,Something's Gotta Give"
U226,Lilo and Stitch
U227,"Dragonheart,Something's Gotta Give"
U228,Something's Gotta Give
U229,"Dragonheart,Something's Gotta Give"
U230,Lilo and Stitch
U231,Something's Gotta Give
U232,Lilo and Stitch
U233,What the #$*! Do We Know!?
U234,Aqua Teen Hunger Force: Vol. 1
U235,Aqua Teen Hunger Force: Vol. 1
U236,Rudolph the Red-Nosed Reindeer
U237,Silkwood
U238,Mostly Martha
U239,Something's Gotta Give
U240,Lilo and Stitch
U241,I Love Lucy: Season 2
U242,Aqua Teen Hunger Force: Vol. 1
U243,Something's Gotta Give
U244,"Something's Gotta Give,7 Seconds"
U245,"Spitfire Grill,Something's Gotta Give"
U246,Lilo and Stitch
U247,"Spitfire Grill,Spartan"
U248,Something's Gotta Give
U249,Dragonheart
U250,Something's Gotta Give
U251,Immortal Beloved
U252,ABC Primetime: Mel Gibson's The Passion of the Christ
U253,Dragonheart
U254,Something's Gotta Give
U255,Something's Gotta Give
U256,"The Great Race,Something's Gotta Give"
U257,Aqua Teen Hunger Force: Vol. 1
U258,Something's Gotta Give
U259,Something's Gotta Give
U260,Something's Gotta Give
U261,Richard III
U262,Congo
U263,Something's Gotta Give
U264,Something's Gotta Give
U265,"Silkwood,Something's Gotta Give"
U266,"The Great Race,Something's Gotta Give,Invader Zim"
U267,The Love Letter
U268,Character
U269,Something's Gotta Give
U270,Silkwood
U271,Something's Gotta Give
U272,Mostly Martha
U273,"Jade,Lilo and Stitch,Something's Gotta Give"
U274,Silkwood
U275,Silkwood
U276,Something's Gotta Give
U277,Mostly Martha
U278,Spitfire Grill
U279,Aqua Teen Hunger Force: Vol. 1
U280,"Spitfire Grill,Dragonheart"
U281,Something's Gotta Give
U282,Something's Gotta Give
U283,Something's Gotta Give
U284,Immortal Beloved
U285,Something's Gotta Give
U286,"Lilo and Stitch,Something's Gotta Give"
U287,Silkwood
U288,Lilo and Stitch
U289,Lilo and Stitch
U290,Lilo and Stitch
U291,Lilo and Stitch
U292,Lilo and Stitch
U293,Lilo and Stitch
U294,Lilo and Stitch
U295,"Spitfire Grill,Dragonheart"
U296,Something's Gotta Give
U297,Lilo and Stitch
U298,Silkwood
U299,Rudolph the Red-Nosed Reindeer
U300,Something's Gotta Give
U301,Immortal Beloved
U302,Silkwood
U303,Lilo and Stitch
U304,Something's Gotta Give
U305,Something's Gotta Give
U306,"The Killing,Silkwood"
U307,Something's Gotta Give
U308,Something's Gotta Give
U309,Congo
U310,Something's Gotta Give
U311,Mostly Martha
U312,Something's Gotta Give
U313,I Love Lucy: Season 2
U314,Lilo and Stitch
U315,The Weather Underground
U316,"Rudolph the Red-Nosed Reindeer,Lilo and Stitch"
U317,"Rudolph the Red-Nosed Reindeer,Silkwood"
U318,Rudolph the Red-Nosed Reindeer
U319,I Love Lucy: Season 2
U320,"The Weather Underground,What the #$*! Do We Know!?"
U321,Dragonheart
U322,Dragonheart
U323,Lilo and Stitch
U324,Immortal Beloved
U325,I Love Lucy: Season 2
U326,Aqua Teen Hunger Force: Vol. 1
U327,Something's Gotta Give
U328,Spitfire Grill
U329,"Lilo and Stitch,The Powerpuff Girls Movie"
U330,Richard III
U331,"I Love Lucy: Season 2,Something's Gotta Give"
U332,"Dragonheart,Lilo and Stitch"
U333,"Justice League,Something's Gotta Give"
U334,Something's Gotta Give
U335,Lilo and Stitch
U336,Carandiru
U337,Something's Gotta Give
U338,Dragonheart
U339,What the #$*! Do We Know!?
U340,Lilo and Stitch
U341,Mostly Martha
U342,Richard III
U343,Something's Gotta Give
U344,Carandiru
U345,Something's Gotta Give
U346,"Spitfire Grill,Dragonheart"
U347,Dragonheart
U348,ABC Primetime: Mel Gibson's The Passion of the Christ
U349,Something's Gotta Give
U350,Something's Gotta Give
U351,Something's Gotta Give
U352,Immortal Beloved
U353,"Something's Gotta Give,What the #$*! Do We Know!?"
U354,Something's Gotta Give
U355,Rudolph the Red-Nosed Reindeer
U356,Something's Gotta Give
U357,Lilo and Stitch
U358,Something's Gotta Give
U359,"Dragonheart,Lilo and Stitch"
U360,Richard III
U361,"I Love Lucy: Season 2,Lilo and Stitch"
U362,Aqua Teen Hunger Force: Vol. 1
U363,Aqua Teen Hunger Force: Vol. 1
U364,Rudolph the Red-Nosed Reindeer
U365,Something's Gotta Give
U366,Mostly Martha
U367,Something's Gotta Give
U368,Something's Gotta Give
U369,Something's Gotta Give
U370,Something's Gotta Give
U371,Something's Gotta Give
U372,Something's Gotta Give
U373,Something's Gotta Give
U374,Something's Gotta Give
U375,"Something's Gotta Give,Carandiru"
U376,Lilo and Stitch
U377,Lilo and Stitch
U378,The Killing
U379,Dragonheart
U380,"The Bad and the Beautiful,Mostly Martha"
U381,Something's Gotta Give
U382,"Justice League,Invader Zim"
U383,"Spitfire Grill,Lilo and Stitch"
U384,Something's Gotta Give
U385,Lilo and Stitch
U386,"Silkwood,Dragonheart,What the #$*! Do We Know!?"
U387,Aqua Teen Hunger Force: Vol. 1
U388,Something's Gotta Give
U389,The Killing
U390,Something's Gotta Give
U391,Something's Gotta Give
U392,Something's Gotta Give
U393,Something's Gotta Give
U394,What the #$*! Do We Know!?
U395,"Congo,Something's Gotta Give"
U396,Something's Gotta Give
U397,Invader Zim
U398,"Lilo and Stitch,Mostly Martha,Something's Gotta Give"
U399,Immortal Beloved
U400,"Aqua Teen Hunger Force: Vol. 1,Justice League"
U401,Immortal Beloved
U402,Lilo and Stitch
U403,Dragonheart
U404,ABC Primetime: Mel Gibson's The Passion of the Christ
U405,Never Die Alone
U406,Dragonheart
U407,Lilo and Stitch
U408,Something's Gotta Give
U409,Lilo and Stitch
U410,Something's Gotta Give
U411,"Dragonheart,Lilo and Stitch,Something's Gotta Give"
U412,Something's Gotta Give
U413,Silkwood
U414,Dragonheart
U415,Dragonheart
U416,Rudolph the Red-Nosed Reindeer
U417,"Aqua Teen Hunger Force: Vol. 1,Lilo and Stitch"
U418,Spartan
U419,Something's Gotta Give
U420,Aqua Teen Hunger Force: Vol. 1
U421,"Lilo and Stitch,Something's Gotta Give"
U422,The Powerpuff Girls Movie
U423,Something's Gotta Give
U424,Lilo and Stitch
U425,Something's Gotta Give
U426,"Something's Gotta Give,What the #$*! Do We Know!?"
U427,Lilo and Stitch
U428,Silkwood
U429,Silkwood
U430,Aqua Teen Hunger Force: Vol. 1
U431,"The Killing,Mostly Martha"
U432,Something's Gotta Give
U433,Lilo and Stitch
U434,Immortal Beloved
U435,Something's Gotta Give
U436,What the #$*! Do We Know!?
U437,"Silkwood,The Weather Underground"
U438,Character
U439,What the #$*! Do We Know!?
U440,Something's Gotta Give
U441,Something's Gotta Give
U442,Something's Gotta Give
U443,Mostly Martha
U444,Lilo and Stitch
U445,Something's Gotta Give
U446,Immortal Beloved
U447,Something's Gotta Give
U448,What the #$*! Do We Know!?
U449,Lilo and Stitch
U450,I Love Lucy: Season 2
U451,Lilo and Stitch
U452,Something's Gotta Give
U453,Something's Gotta Give
U454,Aqua Teen Hunger Force: Vol. 1
U455,What the #$*! Do We Know!?
U456,Lilo and Stitch
U457,Something's Gotta Give
U458,"Something's Gotta Give,Carandiru"
U459,Justice League
U460,Lilo and Stitch
U461,Something's Gotta Give
U462,Something's Gotta Give
U463,Invader Zim
U464,Silkwood
U465,Mostly Martha
U466,Aqua Teen Hunger Force: Vol. 1
U467,Something's Gotta Give
U468,"Silkwood,Something's Gotta Give"
U469,Aqua Teen Hunger Force: Vol. 1
U470,Something's Gotta Give
U471,What the #$*! Do We Know!?
U472,"Lilo and Stitch,Something's Gotta Give"
U473,Lilo and Stitch
U474,Something's Gotta Give
U475,Lilo and Stitch
U476,Lilo and Stitch
U477,Something's Gotta Give
U478,Something's Gotta Give
U479,Something's Gotta Give
U480,Spitfire Grill
U481,Something's Gotta Give
U482,Lilo and Stitch
U483,Something's Gotta Give
U484,Something's Gotta Give
U485,Lilo and Stitch
U486,Mostly Martha
U487,Something's Gotta Give
U488,Something's Gotta Give
U489,Mostly Martha
U490,Something's Gotta Give
U491,Richard III
U492,Dragonheart
U493,Something's Gotta Give
U494,Something's Gotta Give
U495,Something's Gotta Give
U496,"Something's Gotta Give,What the #$*! Do We Know!?"
U497,I Love Lucy: Season 2
U498,Lilo and Stitch
U499,"Justice League,Lilo and Stitch,The Powerpuff Girls Movie"
U500,Lilo and Stitch
U501,ABC Primetime: Mel Gibson's The Passion of the Christ
U502,Aqua Teen Hunger Force: Vol. 1
U503,Silkwood
U504,"Spitfire Grill,Something's Gotta Give"
U505,The Weather Underground
U506,Something's Gotta Give
U507,Lilo and Stitch
U508,Something's Gotta Give
U509,Something's Gotta Give
U510,"Character,Something's Gotta Give"
U511,"Silkwood,Immortal Beloved,Richard III,Dragonheart"
U512,Something's Gotta Give
U513,Spitfire Grill
U514,What the #$*! Do We Know!?
U515,Lilo and Stitch
U516,What the #$*! Do We Know!?
U517,Mostly Martha
U518,"I Love Lucy: Season 2,Justice League,Lilo and Stitch"
U519,Mostly Martha
U520,Dragonheart
U521,Rudolph the Red-Nosed Reindeer
U522,Something's Gotta Give
U523,Something's Gotta Give
U524,Lilo and Stitch
U525,"Lilo and Stitch,Something's Gotta Give"
U526,Aqua Teen Hunger Force: Vol. 1
U527,Dragonheart
U528,Aqua Teen Hunger Force: Vol. 1
U529,Mostly Martha
U530,Lilo and Stitch
U531,Aqua Teen Hunger Force: Vol. 1
U532,Lilo and Stitch
U533,Lilo and Stitch
U534,Lilo and Stitch
U535,Something's Gotta Give
U536,Rudolph the Red-Nosed Reindeer
U537,Something's Gotta Give
U538,The Great Race
U539,Something's Gotta Give
U540,"Lilo and Stitch,Something's Gotta Give"
U541,Lilo and Stitch
U542,"Silkwood,Lilo and Stitch"
U543,Something's Gotta Give
U544,Justice League
U545,The Killing
U546,Invader Zim
U547,Something's Gotta Give
U548,Something's Gotta Give
U549,Something's Gotta Give
U550,Invader Zim
U551,Something's Gotta Give
U552,"Rudolph the Red-Nosed Reindeer,Spitfire Grill"
U553,Something's Gotta Give
U554,Immortal Beloved
U555,Lilo and Stitch
U556,Something's Gotta Give
U557,Something's Gotta Give
U558,Something's Gotta Give
U559,Immortal Beloved
U560,Aqua Teen Hunger Force: Vol. 1
U561,Lilo and Stitch
U562,"Justice League,Mostly Martha"
U563,Lilo and Stitch
U564,Justice League
U565,Aqua Teen Hunger Force: Vol. 1
U566,Something's Gotta Give
U567,Something's Gotta Give
U568,Lilo and Stitch
U569,ABC Primetime: Mel Gibson's The Passion of the Christ
U570,Richard III
U571,Lilo and Stitch
U572,I Love Lucy: Season 2
U573,Rudolph the Red-Nosed Reindeer
U574,"Rudolph the Red-Nosed Reindeer,Dragonheart"
U575,Dragonheart
U576,Something's Gotta Give
U577,"Rudolph the Red-Nosed Reindeer,Silkwood,Something's Gotta Give"
U578,Mostly Martha
U579,Something's Gotta Give
U580,"Congo,Lilo and Stitch,Something's Gotta Give"
U581,Something's Gotta Give
U582,The Killing
U583,Something's Gotta Give
U584,"Immortal Beloved,Jingle All the Way"
U585,Something's Gotta Give
U586,"Silkwood,Something's Gotta Give"
U587,Spitfire Grill
U588,Something's Gotta Give
U589,Something's Gotta Give
U590,Something's Gotta Give
U591,Something's Gotta Give
U592,Lilo and Stitch
U593,Mostly Martha
U594,Something's Gotta Give
U595,Something's Gotta Give
U596,Silkwood
U597,Dragonheart
U598,Something's Gotta Give
U599,Lilo and Stitch
U600,Something's Gotta Give
U601,Lilo and Stitch
U602,Something's Gotta Give
U603,Rudolph the Red-Nosed Reindeer
U604,I Love Lucy: Season 2
U605,Something's Gotta Give
U606,Lilo and Stitch
U607,"Never Die Alone,ABC Primetime: Mel Gibson's The Passion of the Christ"
U608,Lilo and Stitch
U609,Something's Gotta Give
U610,Lilo and Stitch
U611,Invader Zim
U612,Something's Gotta Give
U613,Something's Gotta Give
U614,Lilo and Stitch
U615,Justice League
U616,The Weather Underground
U617,Something's Gotta Give
U618,Lilo and Stitch
U619,The Killing
U620,Something's Gotta Give
U621,"Something's Gotta Give,Carandiru"
U622,Silkwood
U623,ABC Primetime: Mel Gibson's The Passion of the Christ
U624,Spitfire Grill
U625,Lilo and Stitch
U626,The Weather Underground
U627,The Great Race
U628,I Love Lucy: Season 2
U629,Dragonheart
U630,I Love Lucy: Season 2
U631,Mostly Martha
U632,Something's Gotta Give
U633,Screamers
U634,Immortal Beloved
U635,Lilo and Stitch
U636,Invader Zim
U637,Something's Gotta Give
U638,Something's Gotta Give
U639,Dragonheart
U640,Lilo and Stitch
U641,"Lilo and Stitch,What the #$*! Do We Know!?"
U642,Something's Gotta Give
U643,Mostly Martha
U644,Dragonheart
U645,Something's Gotta Give
U646,Mostly Martha
U647,What the #$*! Do We Know!?
U648,ABC Primetime: Mel Gibson's The Passion of the Christ
U649,Something's Gotta Give
U650,Lilo and Stitch
U651,Something's Gotta Give
U652,"Spitfire Grill,Dragonheart,Lilo and Stitch"
U653,Something's Gotta Give
U654,Something's Gotta Give
U655,Lilo and Stitch
U656,Something's Gotta Give
U657,Immortal Beloved
U658,Rudolph the Red-Nosed Reindeer
U659,Mostly Martha
U660,Something's Gotta Give
U661,Lilo and Stitch
U662,Something's Gotta Give
U663,Silkwood
U664,Invader Zim
U665,"Rudolph the Red-Nosed Reindeer,Lilo and Stitch"
U666,Mostly Martha
U667,"Congo,Something's Gotta Give,ABC Primetime: Mel Gibson's The Passion of the Christ"
U668,Something's Gotta Give
U669,"Spitfire Grill,Lilo and Stitch"
U670,Something's Gotta Give
U671,"Mostly Martha,What the #$*! Do We Know!?"
U672,Lilo and Stitch
U673,Justice League
U674,Something's Gotta Give
U675,"Congo,Dragonheart,Lilo and Stitch"
U676,Silkwood
U677,Never Die Alone
U678,Lilo and Stitch
U679,Something's Gotta Give
U680,Lilo and Stitch
U681,Lilo and Stitch
U682,"Congo,Lilo and Stitch,The Powerpuff Girls Movie"
U683,Lilo and Stitch
U684,Lilo and Stitch
U685,"Spitfire Grill,Dragonheart"
U686,Immortal Beloved
U687,Congo
U688,Something's Gotta Give
U689,Justice League
U690,"Rudolph the Red-Nosed Reindeer,Something's Gotta Give"
U691,I Love Lucy: Season 2
U692,"Lilo and Stitch,Mostly Martha"
U693,Something's Gotta Give
U694,Aqua Teen Hunger Force: Vol. 1
U695,Spitfire Grill
U696,7 Seconds
U697,Lilo and Stitch
U698,Lilo and Stitch
U699,Silkwood
U700,Something's Gotta Give
U701,Something's Gotta Give
U702,What the #$*! Do We Know!?
U703,Never Die Alone
U704,Silkwood
U705,Aqua Teen Hunger Force: Vol. 1
U706,The Killing
U707,Spitfire Grill
U708,Aqua Teen Hunger Force: Vol. 1
U709,Immortal Beloved
U710,Richard III
U711,Silkwood
U712,What the #$*! Do We Know!?
U713,Immortal Beloved
U714,Lilo and Stitch
U715,The Killing
U716,Something's Gotta Give
U717,Lilo and Stitch
U718,Lilo and Stitch
U719,Something's Gotta Give
U720,Silkwood
U721,Jingle All the Way
U722,"Something's Gotta Give,What the #$*! Do We Know!?"
U723,Something's Gotta Give
U724,Aqua Teen Hunger Force: Vol. 1
U725,Lilo and Stitch
U726,Silkwood
U727,Invader Zim
U728,Lilo and Stitch
U729,I Love Lucy: Season 2
U730,Jingle All the Way
U731,Something's Gotta Give
U732,Something's Gotta Give
U733,The Weather Underground
U734,Lilo and Stitch
U735,Screamers
U736,Justice League
U737,Dragonheart
U738,Immortal Beloved
U739,Lilo and Stitch
U740,"Silkwood,Congo"
U741,Something's Gotta Give
U742,Something's Gotta Give
U743,Something's Gotta Give
U744,Immortal Beloved
U745,Congo
U746,Something's Gotta Give
U747,"Something's Gotta Give,What the #$*! Do We Know!?"
U748,"Congo,Lilo and Stitch"
U749,Something's Gotta Give
U750,ABC Primetime: Mel Gibson's The Passion of the Christ
U751,"Aqua Teen Hunger Force: Vol. 1,Never Die Alone"
U752,"Lilo and Stitch,ABC Primetime: Mel Gibson's The Passion of the Christ"
U753,What the #$*! Do We Know!?
U754,Aqua Teen Hunger Force: Vol. 1
U755,Something's Gotta Give
U756,Something's Gotta Give
U757,The Killing
U758,Aqua Teen Hunger Force: Vol. 1
U759,"Jade,Something's Gotta Give"
U760,Invader Zim
U761,Lilo and Stitch
U762,Aqua Teen Hunger Force: Vol. 1
U763,"Spitfire Grill,Something's Gotta Give"
U764,Dragonheart
U765,Silkwood
U766,Silkwood
U767,Lilo and Stitch
U768,"Rudolph the Red-Nosed Reindeer,Immortal Beloved"
U769,Mostly Martha
U770,Aqua Teen Hunger Force: Vol. 1
U771,Rudolph the Red-Nosed Reindeer
U772,Something's Gotta Give
U773,Something's Gotta Give
U774,"I Love Lucy: Season 2,Silkwood"
U775,Lilo and Stitch
U776,Something's Gotta Give
U777,Immortal Beloved
U778,Rudolph the Red-Nosed Reindeer
U779,Aqua Teen Hunger Force: Vol. 1
U780,What the #$*! Do We Know!?
U781,Dragonheart
U782,Lilo and Stitch
U783,Something's Gotta Give
U784,Something's Gotta Give
U785,"Rudolph the Red-Nosed Reindeer,Silkwood,Immortal Beloved"
U786,Something's Gotta Give
U787,Something's Gotta Give
U788,Spitfire Grill
U789,Lilo and Stitch
U790,I Love Lucy: Season 2
U791,The Great Race
U792,Screamers
U793,Something's Gotta Give
U794,Rudolph the Red-Nosed Reindeer
U795,The Killing
U796,Lilo and Stitch
U797,Rudolph the Red-Nosed Reindeer
U798,"Justice League,Lilo and Stitch,The Powerpuff Girls Movie"
U799,Something's Gotta Give
U800,Lilo and Stitch
U801,Something's Gotta Give
U802,Immortal Beloved
U803,"What the #$*! Do We Know!?,Invader Zim"
U804,Something's Gotta Give
U805,Something's Gotta Give
U806,Something's Gotta Give
U807,What the #$*! Do We Know!?
U808,Mostly Martha
U809,Lilo and Stitch
U810,"Lilo and Stitch,Mostly Martha"
U811,Lilo and Stitch
U812,Aqua Teen Hunger Force: Vol. 1
U813,Character
U814,Something's Gotta Give
U815,Lilo and Stitch
U816,Lilo and Stitch
U817,Something's Gotta Give
U818,"Dragonheart,Something's Gotta Give"
U819,Something's Gotta Give
U820,Silkwood
U821,Something's Gotta Give
U822,Silkwood
U823,Dragonheart
U824,Lilo and Stitch
U825,Dragonheart
U826,Invader Zim
U827,Silkwood
U828,The Great Race
U829,Immortal Beloved
U830,Something's Gotta Give
U831,Richard III
U832,Something's Gotta Give
U833,"Aqua Teen Hunger Force: Vol. 1,Invader Zim"
U834,"Spitfire Grill,Lilo and Stitch"
U835,Something's Gotta Give
U836,Something's Gotta Give
U837,Mostly Martha
U838,"Aqua Teen Hunger Force: Vol. 1,Something's Gotta Give"
U839,What the #$*! Do We Know!?
U840,Something's Gotta Give
U841,"Dragonheart,Something's Gotta Give"
U842,"Lilo and Stitch,Something's Gotta Give"
U843,Something's Gotta Give
U844,What the #$*! Do We Know!?
U845,"Lilo and Stitch,Something's Gotta Give"
U846,Lilo and Stitch
U847,Aqua Teen Hunger Force: Vol. 1
U848,Something's Gotta Give
U849,Rudolph the Red-Nosed Reindeer
U850,Immortal Beloved
U851,Something's Gotta Give
U852,Lilo and Stitch
U853,"Silkwood,Richard III"
U854,Something's Gotta Give
U855,Aqua Teen Hunger Force: Vol. 1
U856,Something's Gotta Give
U857,What the #$*! Do We Know!?
U858,Something's Gotta Give
U859,Something's Gotta Give
U860,Rudolph the Red-Nosed Reindeer
U861,Something's Gotta Give
U862,Something's Gotta Give
U863,Something's Gotta Give
U864,Lilo and Stitch
U865,Dragonheart
U866,Something's Gotta Give
U867,The Killing
U868,"Dragonheart,Something's Gotta Give"
U869,Something's Gotta Give
U870,Aqua Teen Hunger Force: Vol. 1
U871,Mostly Martha
U872,Lilo and Stitch
U873,Something's Gotta Give
U874,"Silkwood,Immortal Beloved"
U875,Dragonheart
U876,Immortal Beloved
U877,Aqua Teen Hunger Force: Vol. 1
U878,"Dragonheart,Something's Gotta Give"
U879,"Lilo and Stitch,The Powerpuff Girls Movie,Something's Gotta Give"
U880,Something's Gotta Give
U881,"Lilo and Stitch,Something's Gotta Give"
U882,Immortal Beloved
U883,Spitfire Grill
U884,Aqua Teen Hunger Force: Vol. 1
U885,Something's Gotta Give
U886,Rudolph the Red-Nosed Reindeer
U887,Something's Gotta Give
U888,Something's Gotta Give
U889,Lilo and Stitch
U890,"Dragonheart,Something's Gotta Give"
U891,The Killing
U892,Lilo and Stitch
U893,Something's Gotta Give
U894,Aqua Teen Hunger Force: Vol. 1
U895,Something's Gotta Give
U896,Something's Gotta Give
U897,The Weather Underground
U898,Dragonheart
U899,Dragonheart
U900,"Silkwood,Lilo and Stitch"
U901,Immortal Beloved
U902,Lilo and Stitch
U903,"Spitfire Grill,Dragonheart"
U904,Justice League
U905,Richard III
U906,"Silkwood,Spitfire Grill"
U907,Something's Gotta Give
